query,response,label,gender,skin_tone
"Saya cowok berkulit putih mau pergi ke jalan-jalan santai, sebaiknya pakai apa ya?",padukan kemeja casual dengan chino pants dan sepatu sneakers - pilih warna light pink sebagai warna utama dan light grey sebagai aksen,4,pria,light
Rekomendasi pakaian jalan-jalan santai untuk cowok dengan kulit putih?,padukan kemeja casual dengan chino pants dan sepatu sneakers - pilih warna pastel blue sebagai warna utama dan silver sebagai aksen,4,pria,light
Outfit yang bagus untuk laki-laki dengan kulit kuning langsat ke jalan-jalan santai?,padukan kemeja casual dengan chino pants dan sepatu sneakers - pilih warna pastel blue sebagai warna utama dan silver sebagai aksen,4,pria,light
Outfit untuk jalan-jalan santai?,kenakan kaos dengan jeans dan sneakers casual - pilih warna pastel blue sebagai warna utama dan rose gold sebagai aksen,4,pria,light
"pria berkulit putih mau ke hangout, enaknya pakai baju apa?",padukan kemeja casual dengan chino pants dan sepatu sneakers - pilih warna mint green sebagai warna utama dan rose gold sebagai aksen,4,pria,light
Apa yang cocok untuk jalan-jalan santai untuk cowok berkulit putih?,padukan kemeja casual dengan chino pants dan sepatu sneakers - pilih warna light pink sebagai warna utama dan pearl white sebagai aksen,4,pria,light
Bagaimana cara berpakaian untuk pria berkulit putih ke jalan-jalan santai?,padukan kemeja casual dengan chino pants dan sepatu sneakers - pilih warna lavender sebagai warna utama dan light grey sebagai aksen,4,pria,light
Outfit yang bagus untuk laki-laki dengan kulit putih ke hangout?,padukan kemeja casual dengan chino pants dan sepatu sneakers - pilih warna powder blue sebagai warna utama dan light grey sebagai aksen,4,pria,light
"Saya pria berkulit kuning langsat mau pergi ke hangout, sebaiknya pakai apa ya?",kenakan kaos dengan jeans dan sneakers casual - pilih warna mint green sebagai warna utama dan light grey sebagai aksen,4,pria,light
"laki-laki berkulit kuning langsat mau ke hangout, enaknya pakai baju apa?",padukan kemeja casual dengan chino pants dan sepatu sneakers - pilih warna pastel blue sebagai warna utama dan soft pink sebagai aksen,4,pria,light
Bagaimana cara berpakaian untuk cowok berkulit putih ke jalan-jalan santai?,padukan kemeja casual dengan chino pants dan sepatu sneakers - pilih warna mint green sebagai warna utama dan silver sebagai aksen,4,pria,light
Rekomendasi pakaian jalan-jalan santai untuk laki-laki dengan kulit putih?,kenakan kaos dengan jeans dan sneakers casual - pilih warna lavender sebagai warna utama dan pearl white sebagai aksen,4,pria,light
Outfit yang bagus untuk pria dengan kulit cerah ke hangout?,kenakan kaos dengan jeans dan sneakers casual - pilih warna pastel blue sebagai warna utama dan silver sebagai aksen,4,pria,light
Outfit yang bagus untuk cowok dengan kulit putih ke hangout?,kenakan kaos dengan jeans dan sneakers casual - pilih warna powder blue sebagai warna utama dan pearl white sebagai aksen,4,pria,light
Outfit yang bagus untuk laki-laki dengan kulit cerah ke jalan-jalan santai?,kenakan kaos dengan jeans dan sneakers casual - pilih warna light pink sebagai warna utama dan pearl white sebagai aksen,4,pria,light
Outfit yang bagus untuk laki-laki dengan kulit cerah ke hangout?,kenakan kaos dengan jeans dan sneakers casual - pilih warna lavender sebagai warna utama dan light grey sebagai aksen,4,pria,light
"cowok berkulit putih mau ke hangout, enaknya pakai baju apa?",padukan kemeja casual dengan chino pants dan sepatu sneakers - pilih warna powder blue sebagai warna utama dan pearl white sebagai aksen,4,pria,light
Rekomendasi pakaian hangout untuk cowok dengan kulit cerah?,padukan kemeja casual dengan chino pants dan sepatu sneakers - pilih warna powder blue sebagai warna utama dan pearl white sebagai aksen,4,pria,light
Bagaimana cara berpakaian untuk pria berkulit putih ke hangout?,padukan kemeja casual dengan chino pants dan sepatu sneakers - pilih warna lavender sebagai warna utama dan silver sebagai aksen,4,pria,light
Apa yang cocok untuk hangout untuk cowok berkulit kuning langsat?,kenakan kaos dengan jeans dan sneakers casual - pilih warna lavender sebagai warna utama dan pearl white sebagai aksen,4,pria,light
Rekomendasi pakaian hangout untuk laki-laki dengan kulit kuning langsat?,padukan kemeja casual dengan chino pants dan sepatu sneakers - pilih warna powder blue sebagai warna utama dan pearl white sebagai aksen,4,pria,light
Bagaimana cara berpakaian untuk laki-laki berkulit kuning langsat ke jalan-jalan santai?,padukan kemeja casual dengan chino pants dan sepatu sneakers - pilih warna powder blue sebagai warna utama dan rose gold sebagai aksen,4,pria,light
Bagaimana cara berpakaian untuk pria berkulit cerah ke jalan-jalan santai?,kenakan kaos dengan jeans dan sneakers casual - pilih warna pastel blue sebagai warna utama dan rose gold sebagai aksen,4,pria,light
"Saya pria berkulit cerah mau pergi ke jalan-jalan santai, sebaiknya pakai apa ya?",padukan kemeja casual dengan chino pants dan sepatu sneakers - pilih warna lavender sebagai warna utama dan rose gold sebagai aksen,4,pria,light
Outfit yang bagus untuk cowok dengan kulit putih ke jalan-jalan santai?,padukan kemeja casual dengan chino pants dan sepatu sneakers - pilih warna powder blue sebagai warna utama dan silver sebagai aksen,4,pria,light
"Saya cewek berkulit kuning langsat mau pergi ke jalan-jalan santai wanita, sebaiknya pakai apa ya?",kenakan dress casual dengan flat shoes nyaman - pilih warna pastel blue sebagai warna utama dan pearl white sebagai aksen,5,wanita,light
Bagaimana cara berpakaian untuk wanita berkulit putih ke jalan-jalan santai wanita?,kenakan dress casual dengan flat shoes nyaman - pilih warna pastel blue sebagai warna utama dan pearl white sebagai aksen,5,wanita,light
Outfit yang bagus untuk perempuan dengan kulit cerah ke nongkrong casual?,padukan kaos dengan rok A-line dan sneakers - pilih warna lavender sebagai warna utama dan rose gold sebagai aksen,5,wanita,light
Bagaimana cara berpakaian untuk cewek berkulit putih ke jalan-jalan santai wanita?,padukan kaos dengan rok A-line dan sneakers - pilih warna pastel blue sebagai warna utama dan pearl white sebagai aksen,5,wanita,light
Rekomendasi pakaian jalan-jalan santai wanita untuk perempuan dengan kulit putih?,padukan kaos dengan rok A-line dan sneakers - pilih warna pastel blue sebagai warna utama dan pearl white sebagai aksen,5,wanita,light
Rekomendasi pakaian nongkrong casual untuk wanita dengan kulit cerah?,padukan kaos dengan rok A-line dan sneakers - pilih warna pastel blue sebagai warna utama dan soft pink sebagai aksen,5,wanita,light
Baju untuk nongkrong casual?,padukan kaos dengan rok A-line dan sneakers - pilih warna pastel blue sebagai warna utama dan soft pink sebagai aksen,5,wanita,light
Bagaimana cara berpakaian untuk cewek berkulit cerah ke nongkrong casual?,kenakan dress casual dengan flat shoes nyaman - pilih warna mint green sebagai warna utama dan rose gold sebagai aksen,5,wanita,light
Bagaimana cara berpakaian untuk perempuan berkulit cerah ke nongkrong casual?,kenakan dress casual dengan flat shoes nyaman - pilih warna powder blue sebagai warna utama dan light grey sebagai aksen,5,wanita,light
"Saya wanita berkulit cerah mau pergi ke nongkrong casual, sebaiknya pakai apa ya?",kenakan dress casual dengan flat shoes nyaman - pilih warna lavender sebagai warna utama dan light grey sebagai aksen,5,wanita,light
Pakaian untuk nongkrong casual?,kenakan dress casual dengan flat shoes nyaman - pilih warna lavender sebagai warna utama dan light grey sebagai aksen,5,wanita,light
Outfit yang bagus untuk wanita dengan kulit cerah ke nongkrong casual?,kenakan dress casual dengan flat shoes nyaman - pilih warna light pink sebagai warna utama dan soft pink sebagai aksen,5,wanita,light
Outfit untuk nongkrong casual?,padukan kaos dengan rok A-line dan sneakers - pilih warna mint green sebagai warna utama dan silver sebagai aksen,5,wanita,light
Outfit yang bagus untuk perempuan dengan kulit putih ke nongkrong casual?,kenakan dress casual dengan flat shoes nyaman - pilih warna pastel blue sebagai warna utama dan light grey sebagai aksen,5,wanita,light
"Saya cewek berkulit cerah mau pergi ke jalan-jalan santai wanita, sebaiknya pakai apa ya?",padukan kaos dengan rok A-line dan sneakers - pilih warna powder blue sebagai warna utama dan pearl white sebagai aksen,5,wanita,light
"perempuan berkulit putih mau ke nongkrong casual, enaknya pakai baju apa?",padukan kaos dengan rok A-line dan sneakers - pilih warna light pink sebagai warna utama dan rose gold sebagai aksen,5,wanita,light
"Saya wanita berkulit putih mau pergi ke nongkrong casual, sebaiknya pakai apa ya?",kenakan dress casual dengan flat shoes nyaman - pilih warna pastel blue sebagai warna utama dan soft pink sebagai aksen,5,wanita,light
Rekomendasi pakaian nongkrong casual untuk perempuan dengan kulit kuning langsat?,kenakan dress casual dengan flat shoes nyaman - pilih warna light pink sebagai warna utama dan light grey sebagai aksen,5,wanita,light
Apa yang sebaiknya dipakai untuk jalan-jalan santai wanita?,padukan kaos dengan rok A-line dan sneakers - pilih warna light pink sebagai warna utama dan silver sebagai aksen,5,wanita,light
Rekomendasi pakaian jalan-jalan santai wanita untuk cewek dengan kulit cerah?,padukan kaos dengan rok A-line dan sneakers - pilih warna lavender sebagai warna utama dan pearl white sebagai aksen,5,wanita,light
Rekomendasi pakaian jalan-jalan santai wanita untuk cewek dengan kulit kuning langsat?,kenakan dress casual dengan flat shoes nyaman - pilih warna lavender sebagai warna utama dan rose gold sebagai aksen,5,wanita,light
Baju untuk jalan-jalan santai wanita?,kenakan dress casual dengan flat shoes nyaman - pilih warna light pink sebagai warna utama dan soft pink sebagai aksen,5,wanita,light
Rekomendasi pakaian jalan-jalan santai wanita untuk wanita dengan kulit putih?,kenakan dress casual dengan flat shoes nyaman - pilih warna mint green sebagai warna utama dan pearl white sebagai aksen,5,wanita,light
Bagaimana cara berpakaian untuk perempuan berkulit putih ke nongkrong casual?,kenakan dress casual dengan flat shoes nyaman - pilih warna light pink sebagai warna utama dan soft pink sebagai aksen,5,wanita,light
"perempuan berkulit kuning langsat mau ke nongkrong casual, enaknya pakai baju apa?",kenakan dress casual dengan flat shoes nyaman - pilih warna light pink sebagai warna utama dan soft pink sebagai aksen,5,wanita,light
Apa yang sebaiknya dipakai untuk nongkrong casual?,padukan kaos dengan rok A-line dan sneakers - pilih warna pastel blue sebagai warna utama dan pearl white sebagai aksen,5,wanita,light
"Saya perempuan berkulit kuning langsat mau pergi ke jalan-jalan santai wanita, sebaiknya pakai apa ya?",padukan kaos dengan rok A-line dan sneakers - pilih warna light pink sebagai warna utama dan silver sebagai aksen,5,wanita,light
Pakaian untuk jalan-jalan santai wanita?,padukan kaos dengan rok A-line dan sneakers - pilih warna pastel blue sebagai warna utama dan pearl white sebagai aksen,5,wanita,light
"wanita berkulit cerah mau ke jalan-jalan santai wanita, enaknya pakai baju apa?",padukan kaos dengan rok A-line dan sneakers - pilih warna lavender sebagai warna utama dan pearl white sebagai aksen,5,wanita,light
Outfit yang bagus untuk perempuan dengan kulit kuning langsat ke jalan-jalan santai wanita?,padukan kaos dengan rok A-line dan sneakers - pilih warna lavender sebagai warna utama dan pearl white sebagai aksen,5,wanita,light
Outfit yang bagus untuk wanita dengan kulit kuning langsat ke jalan-jalan santai wanita?,padukan kaos dengan rok A-line dan sneakers - pilih warna light pink sebagai warna utama dan silver sebagai aksen,5,wanita,light
Outfit untuk jalan-jalan santai wanita?,padukan kaos dengan rok A-line dan sneakers - pilih warna light pink sebagai warna utama dan silver sebagai aksen,5,wanita,light
"Saya cewek berkulit putih mau pergi ke nongkrong casual, sebaiknya pakai apa ya?",kenakan dress casual dengan flat shoes nyaman - pilih warna pastel blue sebagai warna utama dan silver sebagai aksen,5,wanita,light
"cewek berkulit kuning langsat mau ke jalan-jalan santai wanita, enaknya pakai baju apa?",padukan kaos dengan rok A-line dan sneakers - pilih warna light pink sebagai warna utama dan pearl white sebagai aksen,5,wanita,light
Apa yang cocok untuk nongkrong casual untuk perempuan berkulit kuning langsat?,padukan kaos dengan rok A-line dan sneakers - pilih warna mint green sebagai warna utama dan soft pink sebagai aksen,5,wanita,light
Outfit yang bagus untuk cewek dengan kulit putih ke nongkrong casual?,padukan kaos dengan rok A-line dan sneakers - pilih warna pastel blue sebagai warna utama dan rose gold sebagai aksen,5,wanita,light
Apa yang cocok untuk jalan-jalan santai wanita untuk perempuan berkulit cerah?,padukan kaos dengan rok A-line dan sneakers - pilih warna pastel blue sebagai warna utama dan soft pink sebagai aksen,5,wanita,light
Bagaimana cara berpakaian untuk cewek berkulit kuning langsat ke jalan-jalan santai wanita?,kenakan dress casual dengan flat shoes nyaman - pilih warna lavender sebagai warna utama dan light grey sebagai aksen,5,wanita,light
Rekomendasi pakaian jalan-jalan santai wanita untuk wanita dengan kulit cerah?,kenakan dress casual dengan flat shoes nyaman - pilih warna pastel blue sebagai warna utama dan rose gold sebagai aksen,5,wanita,light
Rekomendasi pakaian jalan-jalan santai wanita untuk perempuan dengan kulit cerah?,kenakan dress casual dengan flat shoes nyaman - pilih warna pastel blue sebagai warna utama dan rose gold sebagai aksen,5,wanita,light
Rekomendasi pakaian jalan-jalan santai wanita untuk cewek dengan kulit putih?,padukan kaos dengan rok A-line dan sneakers - pilih warna light pink sebagai warna utama dan pearl white sebagai aksen,5,wanita,light
Rekomendasi pakaian nongkrong casual untuk cewek dengan kulit cerah?,kenakan dress casual dengan flat shoes nyaman - pilih warna light pink sebagai warna utama dan rose gold sebagai aksen,5,wanita,light
Bagaimana cara berpakaian untuk wanita berkulit cerah ke nongkrong casual?,padukan kaos dengan rok A-line dan sneakers - pilih warna light pink sebagai warna utama dan soft pink sebagai aksen,5,wanita,light
Bagaimana cara berpakaian untuk wanita berkulit kuning langsat ke nongkrong casual?,padukan kaos dengan rok A-line dan sneakers - pilih warna light pink sebagai warna utama dan soft pink sebagai aksen,5,wanita,light
Outfit yang bagus untuk cewek dengan kulit kuning langsat ke jalan-jalan santai wanita?,kenakan dress casual dengan flat shoes nyaman - pilih warna pastel blue sebagai warna utama dan rose gold sebagai aksen,5,wanita,light
Apa yang cocok untuk nongkrong casual untuk wanita berkulit cerah?,kenakan dress casual dengan flat shoes nyaman - pilih warna mint green sebagai warna utama dan silver sebagai aksen,5,wanita,light
Outfit yang bagus untuk cewek dengan kulit cerah ke jalan-jalan santai wanita?,padukan kaos dengan rok A-line dan sneakers - pilih warna pastel blue sebagai warna utama dan soft pink sebagai aksen,5,wanita,light
